STT;Function ID (*);Tàn CN;M? MÖn hçnh;Tàn mÖn hçnh/API;M? quy trçnh;Tàn quy trçnh;M? UC (*)
97;DC1-TT-TN-THADS-044;Kho d? li?u dóng chung ti?p nh?n d? li?u Tr?ng th†i thi hÖnh †n t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC044-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC044
98;DC1-TT-TN-THADS-044;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC044-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC044
99;DC1-TT-TN-THADS-045;Kho d? li?u dóng chung ti?p nh?n d? li?u TÖi s?n thi hÖnh †n t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC045-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC045
100;DC1-TT-TN-THADS-045;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC045-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC045
101;DC1-TT-TN-THADS-046;Kho d? li?u dóng chung ti?p nh?n d? li?u X†c minh ?i?u ki?n trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC046-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC046
102;DC1-TT-TN-THADS-046;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC046-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC046
103;DC1-TT-TN-THADS-047;Kho d? li?u dóng chung ti?p nh?n d? li?u C??ng ch? thi hÖnh †n trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC047-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC047
104;DC1-TT-TN-THADS-047;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC047-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC047
105;DC1-TT-TN-THADS-048;Kho d? li?u dóng chung ti?p nh?n d? li?u ?p d?ng bi?n ph†p b?o ??m trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC048-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC048
106;DC1-TT-TN-THADS-048;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC048-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC048
107;DC1-TT-TN-THADS-049;Kho d? li?u dóng chung ti?p nh?n d? li?u Ch?ng t? nghi?p v? trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC049-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC049
108;DC1-TT-TN-THADS-049;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC049-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC049
109;DC1-TT-TN-THADS-050;Kho d? li?u dóng chung ti?p nh?n d? li?u Biàn lai thu ti?n thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC050-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC050
110;DC1-TT-TN-THADS-050;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC050-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC050
111;DC1-TT-TN-THADS-051;Kho d? li?u dóng chung ti?p nh?n d? li?u V?t ch?ng trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC051-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC051
112;DC1-TT-TN-THADS-051;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC051-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC051
113;DC1-TT-TN-THADS-052;Kho d? li?u dóng chung ti?p nh?n d? li?u Th?m ??nh gi† tÖi s?n trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC052-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC052
114;DC1-TT-TN-THADS-052;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC052-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC052
;DC1-TT-TN-THADS-053;Kho d? li?u dóng chung ti?p nh?n d? li?u ??u gi† tÖi s?n trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC053-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC053
2;DC1-TT-TN-THADS-053;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC053-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC053
;DC1-TT-TN-THADS-054;Kho d? li?u dóng chung ti?p nh?n d? li?u Gi?i quy?t khi?u n?i, t? c†o trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC054-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC054
;DC1-TT-TN-THADS-054;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC054-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC054
;DC1-TT-TN-THADS-055;Kho d? li?u dóng chung ti?p nh?n d? li?u H??ng d?n nghi?p v? trong thi hÖnh †n dÉn s? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC055-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC055
;DC1-TT-TN-THADS-055;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC055-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC055
;DC1-TT-TN-GDDB-BPDB-056;Kho d? li?u dóng chung ti?p nh?n d? li?u Thìng tin chung (Bao g?m ng??i ??ng k? vÖ H?p ??ng b?o ??m) t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC056-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC056
;DC1-TT-TN-GDDB-BPDB-056;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC056-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC056
3;DC1-TT-TN-GDDB-BPDB-057;Kho d? li?u dóng chung ti?p nh?n d? li?u Bàn b?o ??m t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC057-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC057
;DC1-TT-TN-GDDB-BPDB-057;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC057-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC057
;DC1-TT-TN-GDDB-BPDB-058;Kho d? li?u dóng chung ti?p nh?n d? li?u Bàn nh?n b?o ??m t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC058-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC058
;DC1-TT-TN-GDDB-BPDB-058;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC058-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC058
;DC1-TT-TN-GDDB-BPDB-059;Kho d? li?u dóng chung ti?p nh?n d? li?u TÖi s?n b?o ??m t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC059-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC059
;DC1-TT-TN-GDDB-BPDB-059;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC059-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC059
;DC1-TT-TN-KT&XLVP-PL-060;Kho d? li?u dóng chung ti?p nh?n d? li?u V?n b?n quy ph?m ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC060-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC060
4;DC1-TT-TN-KT&XLVP-PL-060;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC060-MH2;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC060
;DC1-TT-TN-KT&XLVP-PL-061;Kho d? li?u dóng chung ti?p nh?n d? li?u N?i dung c?a v?n b?n quy ph?m ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC061-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC061
;DC1-TT-TN-KT&XLVP-PL-061;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC061-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC061
;DC1-TT-TN-KT&XLVP-PL-062;Kho d? li?u dóng chung ti?p nh?n d? li?u Quan h? gi?a c†c ?i?u kho?n trong c†c v?n b?n quy ph?m ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC062-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC062
;DC1-TT-TN-KT&XLVP-PL-062;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC062-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC062
;DC1-TT-TN-KT&XLVP-PL-063;Kho d? li?u dóng chung ti?p nh?n d? li?u V?n b?n h?p nh?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC063-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC063
;DC1-TT-TN-KT&XLVP-PL-063;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC063-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC063
5;DC1-TT-TN-KT&XLVP-PL-064;Kho d? li?u dóng chung ti?p nh?n d? li?u H? th?ng h¢a v?n b?n quy ph?m ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC064-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC064
;DC1-TT-TN-KT&XLVP-PL-064;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC064-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC064
;DC1-TT-TN-KT&XLVP-TTTP-065;Kho d? li?u dóng chung ti?p nh?n d? li?u H? s? ?y th†c t? ph†p ??n t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC065-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC065
;DC1-TT-TN-KT&XLVP-TTTP-065;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC065-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC065
;DC1-TT-TN-KT&XLVP-TTTP-066;Kho d? li?u dóng chung ti?p nh?n d? li?u H? s? ?y th†c t? ph†p ?i t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC066-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC066
;DC1-TT-TN-KT&XLVP-TTTP-066;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC066-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC066
;DC1-TT-TN-KT&XLVP-TGPL-067;Kho d? li?u dóng chung ti?p nh?n d? li?u T? ch?c th?c hi?n tr? gi£p ph†p l? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC067-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC067
1;DC1-TT-TN-KT&XLVP-TGPL-067;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC067-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC067
;DC1-TT-TN-KT&XLVP-TGPL-068;Kho d? li?u dóng chung ti?p nh?n d? li?u T? ch?c ??ng k? tham gia tr? gi£p ph†p l? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC068-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC068
;DC1-TT-TN-KT&XLVP-TGPL-068;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC068-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC068
;DC1-TT-TN-KT&XLVP-TGPL-069;Kho d? li?u dóng chung ti?p nh?n d? li?u Thìng tin v?n b?n c? ng??i th?c hi?n tr? gi£p ph†p l? t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC069-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC069
2;DC1-TT-TN-KT&XLVP-TGPL-069;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC069-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC069
;DC1-TT-TN-KT&XLVP-TGPL-070;Kho d? li?u dóng chung ti?p nh?n d? li?u Trung tÉm TGPL nhÖ n??c t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC070-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC070
;DC1-TT-TN-KT&XLVP-TGPL-070;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC070-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC070
;DC1-TT-TN-KT&XLVP-TGPL-071;Kho d? li?u dóng chung ti?p nh?n d? li?u Chi nh†nh TGPL t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC071-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC071
3;DC1-TT-TN-KT&XLVP-TGPL-071;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC071-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC071
;DC1-TT-TN-KT&XLVP-TGPL-072;Kho d? li?u dóng chung ti?p nh?n d? li?u Ng??i th?c hi?n TGPL t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC072-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC072
;DC1-TT-TN-KT&XLVP-TGPL-072;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC072-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC072
;DC1-TT-TN-KT&XLVP-GD&HG-073;Kho d? li?u dóng chung ti?p nh?n d? li?u B†o c†o viàn ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC073-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC073
;DC1-TT-TN-KT&XLVP-GD&HG-073;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC073-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC073
4;DC1-TT-TN-KT&XLVP-GD&HG-074;Kho d? li?u dóng chung ti?p nh?n d? li?u Tuyàn truy?n viàn ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC074-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC074
;DC1-TT-TN-KT&XLVP-GD&HG-074;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC074-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC074
;DC1-TT-TN-KT&XLVP-GD&HG-075;Kho d? li?u dóng chung ti?p nh?n d? li?u Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC075-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC075
;DC1-TT-TN-KT&XLVP-GD&HG-075;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC075-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC075
;DC1-TT-TN-KT&XLVP-GD&HG-076;Kho d? li?u dóng chung ti?p nh?n d? li?u H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC076-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC076
;DC1-TT-TN-KT&XLVP-GD&HG-076;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC076-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC076
;DC1-TT-TN-KT&XLVP-GD&HG-077;Kho d? li?u dóng chung ti?p nh?n d? li?u ?? †n t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC077-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC077
;DC1-TT-TN-KT&XLVP-GD&HG-077;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC077-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC077
;DC1-TT-TN-KT&XLVP-GD&HG-078;Kho d? li?u dóng chung ti?p nh?n d? li?u H?i ngh? t?p hu?n (tr?c tuy?n, tr?c ti?p) t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC078-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC078
;DC1-TT-TN-KT&XLVP-GD&HG-078;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC078-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC078
;DC1-TT-TN-KT&XLVP-GD&HG-079;Kho d? li?u dóng chung ti?p nh?n d? li?u H?i th?o t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC079-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC079
;DC1-TT-TN-KT&XLVP-GD&HG-079;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC079-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC079
;DC1-TT-TN-KT&XLVP-GD&HG-080;Kho d? li?u dóng chung ti?p nh?n d? li?u T? hoÖ gi?i t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC080-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC080
;DC1-TT-TN-KT&XLVP-GD&HG-080;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC080-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC080
;DC1-TT-TN-KT&XLVP-GD&HG-081;Kho d? li?u dóng chung ti?p nh?n d? li?u HoÖ gi?i viàn t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC081-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC081
;DC1-TT-TN-KT&XLVP-GD&HG-081;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC081-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC081
;DC1-TT-TN-KT&XLVP-GD&HG-082;Kho d? li?u dóng chung ti?p nh?n d? li?u V? vi?c hoÖ gi?i t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC082-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC082
;DC1-TT-TN-KT&XLVP-GD&HG-082;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC082-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC082
5;DC1-TT-TN-KT&XLVP-GD&HG-083;Kho d? li?u dóng chung ti?p nh?n d? li?u T?p hu?n viàn t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC083-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC083
;DC1-TT-TN-KT&XLVP-GD&HG-083;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC083-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC083
;DC1-TT-TN-KT&XLVP-GD&HG-084;Kho d? li?u dóng chung ti?p nh?n d? li?u Kinh ph° ph? bi?n gi†o d?c ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC084-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC084
6;DC1-TT-TN-KT&XLVP-GD&HG-084;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC084-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC084
;DC1-TT-TN-KT&XLVP-GD&HG-085;Kho d? li?u dóng chung ti?p nh?n d? li?u Tiàu ch°, ch? tiàu ti?p c?n ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC085-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC085
;DC1-TT-TN-KT&XLVP-GD&HG-085;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC085-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC085
;DC1-TT-TN-KT&XLVP-GD&HG-086;Kho d? li?u dóng chung ti?p nh?n d? li?u ?†nh gi† c?p x? ??t chu?n ti?p c?n ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC086-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC086
;DC1-TT-TN-KT&XLVP-GD&HG-086;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC086-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC086
7;DC1-TT-TN-KT&XLVP-GD&HG-087;Kho d? li?u dóng chung ti?p nh?n d? li?u Cu?c PBGDPL t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC087-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC087
;DC1-TT-TN-KT&XLVP-GD&HG-087;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC087-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC087
;DC1-TT-TN-KT&XLVP-GD&HG-088;Kho d? li?u dóng chung ti?p nh?n d? li?u Cu?c thi tçm hi?u v? ph†p lu?t t? h? th?ng ngu?n thìng qua kành t°ch h?p;DC1-UC088-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC088
;DC1-TT-TN-KT&XLVP-GD&HG-088;H? th?ng g?i thìng b†o l?i käm nguyàn nhÉn. N?u d? li?u ??t yàu c?u, h? th?ng ti?p nh?n d? li?u vÖ thìng b†o thÖnh cìng;DC1-UC088-MH1;MÖn xem chi ti?t;DC1-TT;Thu th?p;DC1-UC088
